utc_offset_seconds,generationtime_ms,latitude,longitude,elevation,hourly.relativehumidity_2m,hourly.time,hourly.temperature_2m,hourly.snow_height,hourly.freezinglevel_height,hourly.dewpoint_2m,hourly.pressure_msl,hourly.precipitation,hourly.apparent_temperature,hourly.weathercode,hourly_units.relativehumidity_2m,hourly_units.time,hourly_units.dewpoint_2m,hourly_units.snow_height,hourly_units.freezinglevel_height,hourly_units.temperature_2m,hourly_units.pressure_msl,hourly_units.precipitation,hourly_units.weathercode,hourly_units.apparent_temperature
-14400,1.7809867858886719,40.75,-74,12.2109375,65,2021-11-06T19:00,10.2,0,3194,4,1022.1,0,7.2,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,71,2021-11-06T20:00,9.8,0,3134,4.7,1021.6,0,7,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,71,2021-11-06T21:00,9.5,0,3070,4.5,1020.6,0.13,6.6,61,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,69,2021-11-06T22:00,9.1,0,3002,3.8,1020.1,0.13,6,61,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,67,2021-11-06T23:00,8.8,0,2978,3,1019.1,0.13,5.3,61,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,66,2021-11-07T00:00,8.5,0,3066,2.5,1018.6,0.11,4.9,61,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,65,2021-11-07T01:00,8.3,0,3208,2.1,1018.1,0.11,4.5,61,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,64,2021-11-07T02:00,8.2,0,3358,1.7,1017.1,0.11,4.1,61,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,71,2021-11-07T03:00,5.2,0,3310,0.4,1023.1,0,2.4,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,72,2021-11-07T04:00,5,0,3322,0.4,1022.6,0,2.1,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,73,2021-11-07T05:00,4.7,0,3338,0.3,1022.1,0,1.9,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,74,2021-11-07T06:00,4.4,0,3348,0.3,1022.1,0,1.6,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,76,2021-11-07T07:00,4.1,0,3358,0.3,1022.1,0,1.3,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,74,2021-11-07T08:00,4.2,0,3354,0.1,1022.1,0,1.4,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,69,2021-11-07T09:00,5.1,0,3328,-0.4,1022.1,0,2.1,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,60,2021-11-07T10:00,6.4,0,3288,-1,1022.1,0,3.1,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,50,2021-11-07T11:00,8.1,0,3246,-1.7,1021.6,0,4.5,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,46,2021-11-07T12:00,9.1,0,3284,-2,1021.1,0,5.4,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,42,2021-11-07T13:00,10.1,0,3344,-2.1,1020.1,0,6.4,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,40,2021-11-07T14:00,11,0,3238,-2.2,1018.6,0,7.4,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,39,2021-11-07T15:00,11.2,0,2854,-2.3,1018.1,0,7.8,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,38,2021-11-07T16:00,11.2,0,2308,-2.5,1017.6,0,7.9,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,40,2021-11-07T17:00,11,0,1739,-2.1,1017.1,0,7.9,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,45,2021-11-07T18:00,10.5,0,1590,-1.2,1017.1,0,7.8,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,51,2021-11-07T19:00,10,0,1575,0.2,1017.1,0,7.5,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,58,2021-11-07T20:00,9.3,0,1654,1.5,1016.6,0,7,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,59,2021-11-07T21:00,9.1,0,1804,1.5,1016.1,0,6.8,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,58,2021-11-07T22:00,9,0,2026,1.2,1015.6,0,6.5,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,58,2021-11-07T23:00,8.7,0,2186,0.8,1015,0,6.1,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,62,2021-11-08T00:00,8,0,2080,1,1014.5,0,5.4,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,68,2021-11-08T01:00,7.1,0,1858,1.4,1014,0,4.6,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,74,2021-11-08T02:00,6.2,0,1577,1.8,1013.5,0,3.8,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,75,2021-11-08T03:00,6,0,1438,1.9,1013,0.03,3.6,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,74,2021-11-08T04:00,6.1,0,1320,1.9,1012,0.03,3.5,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,74,2021-11-08T05:00,6.3,0,1214,1.9,1011.5,0.03,3.6,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,75,2021-11-08T06:00,6.3,0,1192,2.2,1011,0.31,3.8,80,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,77,2021-11-08T07:00,6.3,0,1208,2.5,1011,0.31,4,80,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,77,2021-11-08T08:00,6.5,0,1236,2.8,1010.5,0.31,4.3,80,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,76,2021-11-08T09:00,6.8,0,1251,2.8,1010,0.17,4.7,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,73,2021-11-08T10:00,7.2,0,1268,2.7,1010,0.17,5.2,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,69,2021-11-08T11:00,7.9,0,1268,2.6,1009.5,0.17,5.7,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,66,2021-11-08T12:00,8.5,0,1233,2.6,1009,0,6.1,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,63,2021-11-08T13:00,9.2,0,1179,2.6,1008.5,0,6.6,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,62,2021-11-08T14:00,9.8,0,1124,2.7,1008,0,7,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,63,2021-11-08T15:00,9.9,0,1115,3.1,1008,0.15,7.1,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,66,2021-11-08T16:00,9.7,0,1121,3.7,1008,0.15,7,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,70,2021-11-08T17:00,9.4,0,1134,4.1,1008.5,0.15,6.7,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,71,2021-11-08T18:00,9,0,1147,4,1008.5,0,6.3,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,71,2021-11-08T19:00,8.6,0,1163,3.6,1009.5,0,5.7,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,71,2021-11-08T20:00,8.1,0,1168,3.1,1010,0,5.1,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,71,2021-11-08T21:00,7.8,0,1145,2.9,1010.5,0,4.8,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,72,2021-11-08T22:00,7.5,0,1108,2.7,1011,0,4.6,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
-14400,1.7809867858886719,40.75,-74,12.2109375,73,2021-11-08T23:00,7.1,0,1068,2.6,1011,0,4.4,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,97,2021-11-02T00:00,15.5,0,3296,15,1018.2,0,16.7,45,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,98,2021-11-02T01:00,15.2,0,3260,14.9,1017.6,0,16.2,45,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,98,2021-11-02T02:00,15.3,0,3260,15,1017.6,0,16.1,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,98,2021-11-02T03:00,15.4,0,3262,15,1017.6,0,16.2,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,97,2021-11-02T04:00,15.3,0,3180,14.8,1017.6,0,16,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,95,2021-11-02T05:00,15.2,0,3144,14.4,1017.1,0,15.7,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,94,2021-11-02T06:00,15.1,0,3130,14.1,1017.1,0,15.6,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,92,2021-11-02T07:00,15.3,0,3130,14,1017.1,0,15.8,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,88,2021-11-02T08:00,16.1,0,3132,14,1017.6,0,16.4,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,81,2021-11-02T09:00,17.4,0,3220,14.2,1017.1,0,17.4,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,74,2021-11-02T10:00,18.8,0,3214,14,1016.6,0,18.5,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,69,2021-11-02T11:00,19.7,0,3218,13.8,1016.1,0,19.4,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,63,2021-11-02T12:00,20.5,0,3184,13.2,1014.6,0,20,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,61,2021-11-02T13:00,20.7,0,3136,12.9,1013.6,0,20.3,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,60,2021-11-02T14:00,20.8,0,3088,12.9,1013.1,0,20.4,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,57,2021-11-02T15:00,21.2,0,3008,12.4,1013.1,0,20.5,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,61,2021-11-02T16:00,20.4,0,2906,12.7,1012.6,0,20,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,67,2021-11-02T17:00,19.4,0,2812,13,1012.6,0,19.7,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,72,2021-11-02T18:00,18.4,0,2836,13.2,1012.6,0,19.1,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,73,2021-11-02T19:00,17.9,0,2784,13,1013.6,0,18.6,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,74,2021-11-02T20:00,17.3,0,2798,12.7,1013.6,0,17.9,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,77,2021-11-02T21:00,16.5,0,2706,12.5,1013.6,0,16.9,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,80,2021-11-02T22:00,15.8,0,2688,12.3,1013.1,0,16.1,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,82,2021-11-02T23:00,15.2,0,2676,12.3,1012.6,0,15.4,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,87,2021-11-03T00:00,14.5,0,2634,12.4,1013.1,0,14.5,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,85,2021-11-03T01:00,14.2,0,2626,11.6,1012.6,0,13.5,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,78,2021-11-03T02:00,13.9,0,2562,10.2,1012.6,0,12.7,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,78,2021-11-03T03:00,13.9,0,2464,10,1012.6,0,12.7,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,79,2021-11-03T04:00,13.6,0,2316,10.1,1012.6,0,12.8,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,79,2021-11-03T05:00,13.7,0,2278,10.1,1012.6,0,13,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,78,2021-11-03T06:00,13.7,0,2266,9.9,1012.6,0,13.1,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,77,2021-11-03T07:00,13.9,0,2270,9.8,1013.1,0,13.2,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,70,2021-11-03T08:00,15.1,0,2466,9.7,1014.1,0,14.3,3,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,60,2021-11-03T09:00,16.8,0,2562,8.9,1014.1,0,15.5,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,50,2021-11-03T10:00,18.8,0,2620,8.1,1014.1,0,17.1,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,42,2021-11-03T11:00,20.3,0,2606,7,1013.1,0,18.4,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,40,2021-11-03T12:00,21.1,0,2612,6.8,1012.1,0,19.2,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,36,2021-11-03T13:00,21.6,0,2570,6,1011.1,0,19.4,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,34,2021-11-03T14:00,21.9,0,2488,5.4,1011.1,0,19.4,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,35,2021-11-03T15:00,21.7,0,2442,5.7,1011.1,0,19.5,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,38,2021-11-03T16:00,21.1,0,2378,6.3,1011.6,0,19.4,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,51,2021-11-03T17:00,19.4,0,2328,8.9,1012.1,0,18.5,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,67,2021-11-03T18:00,17.6,0,2312,11.5,1012.6,0,17.6,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,74,2021-11-03T19:00,16.9,0,2288,12.2,1013.1,0,17.5,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,73,2021-11-03T20:00,16.3,0,2288,11.4,1013.1,0,16.3,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,71,2021-11-03T21:00,15.1,0,2254,9.9,1013.6,0,14.5,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,63,2021-11-03T22:00,14.7,0,2228,7.7,1014.1,0,13.3,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,59,2021-11-03T23:00,14.4,0,2264,6.5,1013.6,0,12.6,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,60,2021-11-04T00:00,14.1,0,2248,6.6,1013.6,0,12.4,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,62,2021-11-04T01:00,13.8,0,2258,6.6,1013.6,0,12.1,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,63,2021-11-04T02:00,13.4,0,2216,6.4,1014.1,0,11.6,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,61,2021-11-04T03:00,13.3,0,2180,6,1013.6,0,11.5,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,62,2021-11-04T04:00,13,0,2174,5.9,1014.6,0,11.3,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,66,2021-11-04T05:00,12.4,0,2182,6.2,1014.6,0,10.9,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,69,2021-11-04T06:00,11.8,0,2166,6.4,1015.1,0,10.4,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,72,2021-11-04T07:00,11.9,0,2120,6.9,1015.6,0,10.6,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,64,2021-11-04T08:00,13.7,0,2114,6.9,1016.6,0,12.1,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,54,2021-11-04T09:00,15.4,0,2140,6,1016.6,0,13.3,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,46,2021-11-04T10:00,17.2,0,2200,5.6,1016.1,0,14.9,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,40,2021-11-04T11:00,18.6,0,2250,4.6,1015.6,0,16.2,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,38,2021-11-04T12:00,19.3,0,2266,4.6,1014.6,0,17.2,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,38,2021-11-04T13:00,19.6,0,2248,4.8,1014.6,0,17.4,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,38,2021-11-04T14:00,19.7,0,2274,5.1,1014.6,0,17.3,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,41,2021-11-04T15:00,19.3,0,2330,5.8,1015.1,0,17.3,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,47,2021-11-04T16:00,18.5,0,2294,7,1015.6,0,16.8,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,59,2021-11-04T17:00,17,0,2262,8.9,1016.1,0,16,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,67,2021-11-04T18:00,16,0,2254,9.9,1016.1,0,15.4,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,73,2021-11-04T19:00,15.4,0,2238,10.5,1016.1,0,15,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,78,2021-11-04T20:00,14.9,0,2206,11,1016.6,0,14.8,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,79,2021-11-04T21:00,14.6,0,2192,10.9,1016.6,0,14.4,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,77,2021-11-04T22:00,14.4,0,2160,10.4,1017.1,0,14.3,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,75,2021-11-04T23:00,14.3,0,2138,9.9,1016.6,0,14.2,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,74,2021-11-05T00:00,14.1,0,2134,9.6,1016.6,0,13.6,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,82,2021-11-05T01:00,12.7,0,2112,9.6,1017.1,0,12,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,90,2021-11-05T02:00,11.3,0,2106,9.7,1017.1,0,10.5,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,88,2021-11-05T03:00,11.2,0,2154,9.3,1017.1,0,10.3,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,86,2021-11-05T04:00,11.1,0,2242,8.7,1017.6,0,10,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,84,2021-11-05T05:00,10.9,0,2332,8.3,1018.2,0,9.8,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,82,2021-11-05T06:00,10.8,0,2342,7.9,1018.2,0,9.7,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,81,2021-11-05T07:00,10.9,0,2318,7.7,1018.7,0,9.8,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,71,2021-11-05T08:00,12.8,0,2304,7.6,1019.2,0,11.4,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,60,2021-11-05T09:00,14.9,0,2292,7.1,1019.2,0,13.1,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,52,2021-11-05T10:00,16.8,0,2286,6.9,1019.2,0,14.9,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,49,2021-11-05T11:00,18.2,0,2286,7.2,1018.7,0,16.8,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,48,2021-11-05T12:00,19.1,0,2276,7.9,1017.6,0,18.2,0,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,48,2021-11-05T13:00,19.6,0,2282,8.3,1017.1,0,18.7,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,48,2021-11-05T14:00,19.8,0,2288,8.3,1017.1,0,18.5,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,47,2021-11-05T15:00,19.6,0,2258,8,1017.1,0,18.2,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,47,2021-11-05T16:00,19,0,2234,7.4,1017.6,0,17.6,1,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
32400,1.8960237503051758,35.625,139.625,20.84375,56,2021-11-05T17:00,17.7,0,2206,8.8,1018.2,0,16.8,2,%,iso8601,°C,m,m,°C,hPa,mm,wmo code,°C
